SK_ID_CURR,TARGET,CODE_GENDER,DAYS_BIRTH,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_INCOME_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,BUREAU_LOAN_COUNT,BUREAU_OVERDUE_RATIO,PREV_APPLICATION_COUNT,PREV_APPROVAL_RATE,INSTALLMENT_LATE_RATIO,INSTALLMENT_AVG_DAYS_LATE
118119,0,M,-24067,-1518,235532.56,805468.57,29681.15,Secondary,Single / not married,House / apartment,Working,0.4479,0.4432,0.6473,1,0.1498,3,0.8895,0.2456,0.43
118120,0,F,-7673,-11414,196436.1,819825.61,51501.87,Secondary,Widow,With parents,Commercial associate,0.5594,0.6715,0.3209,0,0.0861,2,0.7086,0.08,1.11
118121,0,F,-9450,-9784,134581.97,742985.45,35933.9,Higher education,Married,House / apartment,Pensioner,0.7949,0.2435,0.4189,1,0.0069,3,0.5933,0.0345,0.11
118122,0,F,-9565,-9945,166360.15,550725.72,19686.94,Lower secondary,Civil marriage,With parents,Commercial associate,0.744,0.5713,0.4817,2,0.2316,3,0.3762,0.0767,1.14
118123,0,F,-15191,-3483,386134.47,972638.38,42890.55,Higher education,Married,House / apartment,Working,0.4475,0.6356,0.3428,4,0.1376,3,0.9807,0.2163,0.84
118124,0,F,-18040,-12098,199681.41,899751.87,69894.7,Higher education,Civil marriage,House / apartment,Pensioner,0.6223,0.5109,0.7558,1,0.2297,3,0.6978,0.0045,0.08
118125,0,M,-11619,-1798,217597.05,380202.09,15181.6,Secondary,Married,House / apartment,State servant,0.4956,0.5897,0.5864,2,0.068,2,0.8074,0.016,0.19
118126,0,F,-22448,-10007,355213.49,1133458.49,101010.55,Higher education,Separated,House / apartment,Working,0.7385,0.3431,0.4063,0,0.011,2,0.454,0.0442,0.38
118127,1,F,-12854,-1964,125595.82,306187.07,29627.94,Higher education,Single / not married,With parents,Pensioner,0.4817,0.1394,0.3314,2,0.1453,1,0.716,0.2418,4.05
118128,0,F,-12796,-9310,82801.11,404388.89,26138.07,Secondary,Separated,House / apartment,Pensioner,0.6453,0.2567,0.5688,1,0.1155,1,0.8622,0.1715,3.29
118129,0,F,-17817,-6592,389489.06,2089673.75,111129.9,Higher education,Civil marriage,With parents,Commercial associate,0.1527,0.5906,0.5949,1,0.0504,2,0.6859,0.0037,0.01
118130,0,M,-22886,-2448,158750.17,813362.9,35197.21,Secondary,Single / not married,House / apartment,State servant,0.6541,0.7012,0.3176,3,0.1395,3,0.2369,0.328,3.88
118131,0,M,-11752,-2838,240741.85,472062.47,18618.87,Secondary,Civil marriage,Rented apartment,Pensioner,0.4772,0.4749,0.4313,1,0.2167,3,0.6934,0.056,1.36
118132,0,F,-13336,-6422,96830.66,207269.56,9373.06,Secondary,Single / not married,House / apartment,Working,0.4147,0.3805,0.6247,3,0.1808,4,0.5898,0.0093,0.02
118133,0,F,-13358,-5345,182351.14,1036740.21,42339.23,Secondary,Married,House / apartment,Commercial associate,0.4189,0.7634,0.5284,1,0.0724,2,0.6018,0.0194,0.46
118134,0,M,-15624,-6590,80554.32,345834.96,11540.08,Secondary,Single / not married,House / apartment,Pensioner,0.6166,0.5191,0.631,2,0.075,1,0.8863,0.1193,2.67
118135,0,M,-14971,365243,152520.9,416902.27,48483.92,Higher education,Married,House / apartment,Pensioner,0.6206,0.632,0.4688,4,0.1465,2,0.5544,0.167,1.1
118136,0,F,-24344,-270,103119.34,432408.89,16048.03,Incomplete higher,Married,House / apartment,Pensioner,0.7153,0.5313,0.4507,5,0.1808,1,0.5668,0.2189,2.52
118137,0,M,-9920,-6268,90879.53,434638.36,21481.66,Secondary,Civil marriage,House / apartment,Commercial associate,0.7742,0.8314,0.3292,1,0.0251,3,0.9729,0.3304,8.15
118138,0,F,-14768,-5920,124652.17,564635.68,34057.4,Higher education,Single / not married,House / apartment,State servant,0.4279,0.5706,0.4606,1,0.0284,1,0.8713,0.018,0.34
118139,0,F,-11838,-5711,41715.8,131497.56,11177.76,Higher education,Civil marriage,Rented apartment,Working,0.6602,0.749,0.7257,5,0.149,2,0.5973,0.0092,0.09
118140,0,F,-18021,-3315,77812.21,333232.93,11181.25,Secondary,Widow,House / apartment,State servant,0.5462,0.8054,0.5941,2,0.1313,2,0.7746,0.1427,3.5
118141,0,M,-21269,-2808,226460.95,429389.44,20040.7,Secondary,Married,House / apartment,Working,0.6912,0.2504,0.1855,3,0.1288,0,0.7681,0.103,0.31
118142,1,F,-24030,-1309,178298.88,1000972.21,46199.39,Higher education,Married,House / apartment,Working,0.6396,0.6122,0.4681,2,0.0509,1,0.5989,0.4202,6.61
118143,0,F,-15127,-9124,81568.4,416292.93,36516.49,Secondary,Married,With parents,Working,0.4926,0.6608,0.5423,4,0.0701,2,0.8676,0.022,0.02
118144,0,F,-12028,365243,199053.81,1087938.72,41712.86,Secondary,Single / not married,With parents,Working,0.57,0.6401,0.7356,4,0.252,1,0.7782,0.014,0.26
118145,0,F,-24538,-11853,90851.61,242763.43,12932.91,Secondary,Married,House / apartment,Working,0.5649,0.632,0.6368,2,0.1222,0,0.5999,0.3667,2.56
118146,0,F,-8944,-3460,219055.44,562659.8,53625.42,Secondary,Single / not married,House / apartment,State servant,0.6734,0.5343,0.6311,5,0.3051,2,0.5312,0.0286,0.22
118147,0,F,-9648,-5955,138191.89,556187.89,58446.07,Higher education,Civil marriage,House / apartment,Working,0.5922,0.6267,0.609,4,0.0863,1,0.6555,0.0669,1.39
118148,0,F,-24434,-2779,123152.94,392675.69,13262.97,Secondary,Single / not married,House / apartment,Commercial associate,0.5291,0.4682,0.4107,0,0.4139,2,0.9416,0.1666,3.02
118149,0,M,-23153,-13728,140072.44,334924.6,40320.3,Secondary,Married,House / apartment,Working,0.4137,0.4189,0.4093,3,0.0376,0,0.9582,0.1568,2.87
118150,0,M,-17312,-11487,601836.23,3062448.87,112809.76,Secondary,Married,Municipal apartment,Working,0.6381,0.3526,0.6725,3,0.1413,2,0.8169,0.4166,5.55
118151,0,M,-13177,-2171,97018.71,182953.76,16999.58,Secondary,Single / not married,Rented apartment,Working,0.621,0.3326,0.4144,3,0.0313,2,0.7659,0.1802,0.0
118152,0,M,-24574,-11827,166809.42,270090.46,11614.18,Secondary,Married,House / apartment,Commercial associate,0.74,0.4292,0.4262,1,0.2663,4,0.9407,0.2361,1.02
118153,0,M,-24437,-13483,226330.77,1183542.23,92855.6,Higher education,Single / not married,House / apartment,Pensioner,0.7399,0.4243,0.499,3,0.0806,2,0.8339,0.0022,0.01
118154,0,F,-22801,-9648,86740.22,215237.58,10858.1,Incomplete higher,Married,House / apartment,State servant,0.4618,0.5038,0.3743,3,0.2017,3,0.7474,0.0157,0.39
118155,0,M,-21104,-14463,61276.9,333636.04,38392.87,Incomplete higher,Separated,House / apartment,Working,0.5972,0.6493,0.5452,2,0.477,2,0.6889,0.0764,0.52
118156,0,M,-17934,-2769,105809.55,424285.03,15963.37,Higher education,Married,House / apartment,Working,0.596,0.2988,0.2915,1,0.012,2,0.9328,0.1983,1.92
118157,0,F,-13949,-4215,223620.29,942388.6,69189.22,Higher education,Married,Rented apartment,Working,0.5752,0.3102,0.5373,4,0.3077,3,0.5139,0.3225,6.99
118158,0,M,-15729,-9237,122014.86,194405.37,7730.45,Secondary,Married,House / apartment,Working,0.3749,0.5008,0.336,1,0.1132,0,0.9489,0.0563,1.27
118159,0,F,-17003,-7860,129688.63,452214.97,16591.56,Secondary,Married,House / apartment,Commercial associate,0.4076,0.663,0.5207,0,0.0757,1,0.836,0.0398,0.92
118160,1,F,-15889,-10414,243025.9,1364031.99,74158.18,Secondary,Married,Rented apartment,Commercial associate,0.8386,0.4835,0.327,2,0.1305,0,0.4972,0.332,7.8
118161,0,M,-22704,-14095,94514.76,458679.12,15726.28,Secondary,Married,Municipal apartment,Working,0.7455,0.3939,0.7089,1,0.3829,1,0.9281,0.004,0.07
118162,0,F,-10269,-3406,140250.39,372822.0,16809.1,Secondary,Widow,House / apartment,Self-employed,0.3708,0.5838,0.509,3,0.2358,5,0.7595,0.1428,0.77
118163,0,M,-8783,-12737,64047.96,107802.95,8682.58,Secondary,Civil marriage,House / apartment,Commercial associate,0.2309,0.4281,0.4467,1,0.0096,2,0.7456,0.2133,2.13
118164,0,F,-15411,-1940,175675.79,375807.1,21361.4,Lower secondary,Married,With parents,State servant,0.5061,0.5582,0.3449,3,0.3817,2,0.8228,0.1285,2.07
118165,0,F,-11000,-6707,167080.15,847777.51,59107.46,Incomplete higher,Married,House / apartment,Working,0.4145,0.4567,0.8662,7,0.0431,2,0.8696,0.1753,1.8
118166,0,F,-21996,-6329,228101.27,849254.97,34985.49,Secondary,Married,Municipal apartment,Working,0.42,0.6894,0.724,0,0.1647,0,0.9314,0.132,2.2
118167,0,F,-22473,-11771,78441.56,289508.42,11155.11,Incomplete higher,Married,House / apartment,Working,0.4683,0.3861,0.5092,3,0.1584,0,0.8987,0.0868,1.37
118168,0,F,-24984,-6194,132516.42,710672.81,67913.09,Higher education,Married,House / apartment,Commercial associate,0.3081,0.3513,0.7049,3,0.0988,2,0.8049,0.1527,1.02
118169,0,F,-14205,-12123,72899.81,258768.83,20478.29,Higher education,Married,House / apartment,Working,0.434,0.6118,0.3209,3,0.1796,3,0.9051,0.1473,3.24
118170,0,F,-24475,-2238,128623.05,451111.59,50709.83,Secondary,Single / not married,House / apartment,State servant,0.5058,0.658,0.7172,4,0.265,3,0.8595,0.0702,1.61
118171,0,M,-9112,-14503,332695.67,594598.33,25545.69,Incomplete higher,Civil marriage,House / apartment,Self-employed,0.5798,0.5269,0.3911,3,0.1008,2,0.6014,0.3361,2.52
118172,0,F,-24508,-2799,123449.32,623371.68,28431.04,Secondary,Single / not married,House / apartment,Working,0.4089,0.4466,0.4006,5,0.2038,1,0.7807,0.0406,1.01
118173,0,M,-11701,365243,69476.52,243315.22,18481.74,Secondary,Married,House / apartment,Pensioner,0.2185,0.6834,0.6483,3,0.1759,3,0.4449,0.2179,0.24
118174,0,F,-7640,-7294,101322.77,581017.45,26299.09,Higher education,Single / not married,Rented apartment,Working,0.4333,0.6138,0.8117,4,0.1811,0,0.6599,0.051,0.97
118175,0,F,-22063,-1321,60716.85,152625.82,8661.15,Secondary,Separated,House / apartment,Pensioner,0.4153,0.579,0.2405,5,0.1721,0,0.5491,0.1119,0.85
118176,0,F,-16524,-7700,72209.36,169885.26,7280.59,Secondary,Married,House / apartment,Commercial associate,0.4439,0.471,0.2569,0,0.0464,2,0.8012,0.123,2.18
118177,0,F,-14684,365243,212999.02,322595.79,12414.68,Secondary,Married,With parents,Commercial associate,0.6057,0.6838,0.4142,1,0.0028,0,0.5597,0.1162,0.57
118178,1,M,-10879,-7852,66472.54,306001.75,25451.43,Lower secondary,Married,House / apartment,Working,0.6577,0.3319,0.7133,3,0.441,1,0.9477,0.1806,0.93
118179,0,F,-14733,-10261,174866.96,686033.41,30724.64,Secondary,Married,House / apartment,Self-employed,0.3879,0.4861,0.522,3,0.2627,4,0.745,0.0227,0.22
118180,1,M,-18304,-14337,149366.53,414356.88,19656.4,Secondary,Married,With parents,Self-employed,0.0398,0.4894,0.4828,2,0.0728,4,0.4362,0.149,3.51
118181,0,F,-9870,365243,109936.64,328576.37,19535.7,Secondary,Married,House / apartment,Working,0.5091,0.5932,0.4958,3,0.0147,4,0.7623,0.0097,0.14
118182,0,F,-24216,-578,166882.04,477868.13,30047.0,Higher education,Separated,House / apartment,Self-employed,0.3516,0.4701,0.6545,1,0.2059,2,0.5009,0.0608,1.33
118183,0,M,-20242,-10061,87929.11,283624.21,9684.94,Secondary,Single / not married,House / apartment,Pensioner,0.4623,0.5595,0.3856,1,0.1352,1,0.8452,0.0251,0.14
118184,0,M,-22978,-11479,233856.84,673383.5,74181.22,Secondary,Married,With parents,Pensioner,0.6121,0.0977,0.27,4,0.0928,4,0.7523,0.0097,0.15
118185,0,F,-8097,-2082,100299.18,347371.36,15397.06,Secondary,Married,House / apartment,Working,0.62,0.649,0.4843,3,0.0981,1,0.6208,0.3659,6.79
118186,0,M,-22798,-5136,119073.74,631920.04,23281.43,Higher education,Married,With parents,Pensioner,0.2981,0.5011,0.4742,3,0.091,1,0.7436,0.0897,1.2
118187,0,M,-22784,-5232,111530.9,433736.37,15368.27,Higher education,Separated,House / apartment,Commercial associate,0.6947,0.2048,0.8788,4,0.0261,0,0.7467,0.0847,0.25
118188,0,F,-13840,-10992,215175.76,1074779.31,45375.66,Secondary,Separated,House / apartment,Working,0.5014,0.5418,0.6538,3,0.0061,0,0.7272,0.2501,1.06
118189,0,F,-17488,-12788,198678.69,809810.54,48111.48,Higher education,Married,House / apartment,State servant,0.1448,0.6098,0.6162,2,0.0625,0,0.7604,0.0212,0.3
118190,0,M,-16263,-10737,34824.08,95597.27,10382.15,Higher education,Civil marriage,With parents,Commercial associate,0.254,0.4082,0.349,3,0.3212,0,0.8176,0.0082,0.09
118191,0,F,-22074,-4330,169368.76,992769.92,44107.36,Incomplete higher,Married,House / apartment,Working,0.3879,0.6976,0.2078,2,0.009,1,0.9212,0.0887,1.28
118192,0,F,-12342,-9049,56414.07,131316.28,5280.56,Higher education,Single / not married,Rented apartment,Pensioner,0.6082,0.575,0.5923,2,0.0188,1,0.7977,0.0352,0.69
118193,1,F,-23746,-3928,122060.62,704779.48,47465.35,Incomplete higher,Married,House / apartment,State servant,0.4873,0.6132,0.4493,4,0.0789,1,0.723,0.4413,5.33
118194,0,M,-17205,-9214,138760.44,792666.68,44010.78,Secondary,Married,Municipal apartment,Working,0.5568,0.4393,0.5449,2,0.2109,1,0.8979,0.0227,0.09
118195,0,F,-7302,-14090,121341.96,282684.82,24542.92,Incomplete higher,Single / not married,House / apartment,Working,0.6472,0.7091,0.3414,2,0.0859,0,0.5993,0.0178,0.13
118196,0,F,-12726,-9688,193968.41,432400.95,36142.55,Higher education,Married,House / apartment,Working,0.7528,0.4691,0.619,3,0.1462,3,0.6912,0.3302,5.71
118197,0,F,-9849,-11462,218828.17,616364.23,24553.28,Secondary,Civil marriage,House / apartment,Working,0.7609,0.3819,0.3095,1,0.0179,2,0.9608,0.2212,2.38
118198,0,F,-21764,-10914,96239.37,407362.13,29993.49,Higher education,Married,House / apartment,Working,0.4316,0.6673,0.524,0,0.0702,2,0.4364,0.0347,0.1
118199,0,F,-14617,-6956,94335.39,323906.53,14966.98,Incomplete higher,Married,House / apartment,Commercial associate,0.6369,0.3599,0.5839,0,0.2189,0,0.6191,0.0242,0.39
118200,0,F,-15606,-1921,144381.84,769657.54,49904.31,Higher education,Married,With parents,Working,0.598,0.4427,0.4624,1,0.0355,1,0.7558,0.4025,8.0
118201,0,F,-13562,-14244,63003.61,372500.43,19968.04,Higher education,Civil marriage,House / apartment,Working,0.8012,0.61,0.6059,2,0.1338,0,0.8981,0.0301,0.31
118202,0,M,-19826,-5268,113285.01,395921.83,18692.7,Higher education,Single / not married,House / apartment,Pensioner,0.4865,0.5323,0.1927,5,0.0658,0,0.5229,0.0418,0.21
118203,0,M,-25067,-12943,309107.01,483641.22,19116.58,Secondary,Married,House / apartment,Working,0.5284,0.3676,0.7942,2,0.2303,1,0.9034,0.0055,0.09
118204,0,F,-22907,-12293,64314.13,379244.87,25587.15,Lower secondary,Married,House / apartment,Working,0.2699,0.5731,0.62,2,0.2837,0,0.8754,0.0291,0.68
118205,0,F,-24998,-9983,122141.5,414568.94,36138.14,Secondary,Single / not married,House / apartment,Working,0.6448,0.2953,0.3884,2,0.1222,2,0.2897,0.0506,0.15
118206,1,F,-12661,-7999,106322.75,399775.12,23864.74,Incomplete higher,Married,House / apartment,Working,0.4531,0.4459,0.8306,3,0.0672,0,0.5346,0.217,4.05
118207,0,F,-19181,-3998,443697.07,1916983.79,78528.69,Secondary,Single / not married,Municipal apartment,State servant,0.4126,0.4642,0.4708,0,0.096,3,0.7287,0.0077,0.03
118208,0,F,-18426,-1999,109554.38,540497.69,47594.34,Lower secondary,Married,Rented apartment,Pensioner,0.75,0.3652,0.1834,4,0.1041,2,0.9272,0.1092,0.59
118209,0,M,-12709,-12742,113108.64,414463.57,46836.1,Secondary,Widow,House / apartment,Working,0.5493,0.4389,0.2621,4,0.1171,2,0.609,0.2785,3.78
118210,0,F,-22427,-14040,83539.87,139885.79,11410.37,Incomplete higher,Married,With parents,State servant,0.3317,0.231,0.7194,3,0.1941,0,0.7046,0.1702,2.5
118211,0,M,-23747,-9825,148023.6,636543.94,21391.91,Higher education,Married,House / apartment,Working,0.6024,0.4037,0.6736,1,0.1323,1,0.8164,0.1079,1.51
118212,0,F,-24303,-14422,170858.65,601638.92,43901.64,Incomplete higher,Single / not married,House / apartment,Working,0.4185,0.3981,0.4791,2,0.1848,2,0.7166,0.1173,2.88
118213,1,M,-24969,-3160,90472.31,356232.37,14881.36,Secondary,Single / not married,House / apartment,Commercial associate,0.3892,0.108,0.5884,3,0.183,3,0.596,0.4511,11.05
118214,0,F,-10216,-7485,253672.04,693822.2,23172.66,Higher education,Married,House / apartment,Pensioner,0.5277,0.3945,0.3138,3,0.1408,1,0.6636,0.1386,3.11
118215,0,F,-9933,-2549,170942.92,259930.85,15017.34,Higher education,Married,House / apartment,Pensioner,0.3381,0.611,0.4543,5,0.2496,3,0.5739,0.0096,0.22
118216,0,M,-19487,-7784,235283.06,491986.6,33672.43,Higher education,Married,House / apartment,Pensioner,0.6528,0.6113,0.5401,4,0.1313,1,0.4549,0.1839,3.24
118217,0,M,-20278,-13012,122949.07,505946.56,25460.83,Incomplete higher,Civil marriage,House / apartment,Working,0.2356,0.465,0.4626,1,0.2742,2,0.7649,0.3489,2.57
118218,0,F,-15083,-4263,168341.74,741615.28,26519.41,Secondary,Married,House / apartment,Working,0.0919,0.5252,0.3315,0,0.0619,1,0.7371,0.0386,0.65
118219,0,M,-10219,-6146,130979.61,269770.39,19061.73,Secondary,Single / not married,House / apartment,Pensioner,0.3818,0.5398,0.3507,2,0.2125,1,0.5592,0.1029,0.41
118220,0,F,-12406,-7535,328313.71,1138245.74,46552.61,Higher education,Married,House / apartment,Working,0.5838,0.2607,0.4682,3,0.273,2,0.3065,0.0424,0.19
118221,0,F,-9596,-6771,156991.24,679758.4,40659.07,Secondary,Single / not married,House / apartment,Working,0.5019,0.3969,0.4012,3,0.3163,2,0.7569,0.1416,2.13
118222,0,M,-10120,-14144,147977.38,505711.97,30432.98,Secondary,Widow,Municipal apartment,Working,0.6746,0.251,0.3362,1,0.2402,1,0.8392,0.0943,0.89
118223,0,F,-10661,-6225,114458.42,531546.48,47718.1,Secondary,Separated,House / apartment,Working,0.2018,0.4509,0.7951,1,0.1315,2,0.5636,0.0474,1.05
118224,0,M,-17769,-3716,110881.8,632433.24,31110.22,Higher education,Married,Rented apartment,Working,0.5433,0.4528,0.3595,0,0.0552,1,0.8434,0.0014,0.0
118225,0,F,-16478,-4781,167836.76,498182.8,52903.91,Higher education,Married,With parents,Working,0.3758,0.4122,0.6979,4,0.0103,1,0.7661,0.155,0.55
118226,1,F,-13275,-4447,231138.67,1171585.53,52470.13,Secondary,Married,With parents,Working,0.3569,0.1627,0.5081,1,0.1413,2,0.7239,0.2567,4.26
118227,0,F,-17008,-4599,101062.36,259514.74,9451.54,Secondary,Single / not married,House / apartment,Working,0.5231,0.3811,0.5984,2,0.0945,4,0.6302,0.0501,0.12
118228,0,F,-19246,-13103,157884.43,647387.39,45342.14,Secondary,Married,House / apartment,Commercial associate,0.717,0.1014,0.7545,2,0.0476,1,0.937,0.1773,4.36
118229,0,F,-9043,-7486,162965.41,885717.32,48706.75,Higher education,Civil marriage,Rented apartment,Pensioner,0.4715,0.3999,0.4896,1,0.2596,1,0.8505,0.1456,1.14
118230,0,F,-12325,-5612,179350.98,977596.75,57736.83,Higher education,Civil marriage,Municipal apartment,Self-employed,0.3255,0.3985,0.6071,5,0.169,1,0.9111,0.0031,0.0
118231,0,F,-10897,-2063,57576.91,194369.23,8099.66,Higher education,Married,House / apartment,Working,0.3739,0.2502,0.5979,1,0.1519,2,0.9765,0.0213,0.15
118232,1,F,-7310,-14198,88556.59,461819.81,17754.63,Secondary,Married,With parents,Working,0.4843,0.325,0.6213,3,0.3664,2,0.7926,0.0316,0.16
118233,0,F,-9375,-2236,69479.4,251676.29,15654.5,Higher education,Civil marriage,House / apartment,Working,0.1794,0.3931,0.6814,1,0.1701,1,0.9232,0.0984,1.85
118234,0,F,-21021,-5103,149954.39,661627.62,28731.41,Higher education,Civil marriage,House / apartment,Working,0.4077,0.7362,0.6132,1,0.0859,1,0.6179,0.0787,1.89
118235,0,F,-22959,-10210,89721.4,349308.78,37133.01,Secondary,Married,House / apartment,State servant,0.398,0.7889,0.4939,0,0.0172,0,0.8021,0.0632,0.84
118236,0,F,-10185,-67,112091.12,450747.77,21712.37,Secondary,Married,Rented apartment,Working,0.4721,0.543,0.5364,1,0.1184,2,0.7381,0.0193,0.26
118237,0,F,-21022,-4618,76354.76,137785.65,7280.08,Higher education,Married,Municipal apartment,State servant,0.4693,0.6729,0.857,0,0.0394,3,0.804,0.3992,1.84
118238,0,M,-11816,-13924,117974.04,627318.96,69951.85,Incomplete higher,Married,House / apartment,Working,0.672,0.4361,0.6452,3,0.074,3,0.5708,0.0187,0.35
118239,0,M,-9802,-351,79359.47,229091.33,8495.65,Higher education,Single / not married,House / apartment,Commercial associate,0.3812,0.5881,0.6116,8,0.2679,3,0.9066,0.1565,2.66
118240,0,F,-11509,-3460,223429.15,443340.73,25195.27,Secondary,Single / not married,House / apartment,Working,0.5061,0.4037,0.2978,2,0.086,2,0.9008,0.6087,4.69
118241,1,F,-23742,-1256,191678.62,599133.82,23002.96,Secondary,Married,House / apartment,Working,0.4145,0.3108,0.716,1,0.1662,2,0.3888,0.467,10.75
118242,0,F,-13420,-10134,159951.53,298085.13,16973.96,Secondary,Married,House / apartment,Working,0.4204,0.4403,0.2971,4,0.0771,1,0.8781,0.0998,1.63
118243,0,M,-20548,-169,124733.15,202289.79,13338.62,Secondary,Married,House / apartment,Commercial associate,0.7096,0.8705,0.491,3,0.0333,4,0.7353,0.093,0.14
118244,0,F,-15980,-691,48015.17,152891.67,8441.12,Secondary,Married,Municipal apartment,Working,0.5508,0.5226,0.6456,0,0.2385,2,0.6622,0.0442,0.42
118245,0,M,-15093,-6899,114460.65,427960.64,28539.13,Secondary,Single / not married,House / apartment,Self-employed,0.4571,0.4679,0.3624,2,0.1367,1,0.5628,0.0222,0.17
118246,1,F,-21830,-10924,96877.14,538097.69,47868.82,Higher education,Separated,House / apartment,State servant,0.2011,0.5646,0.5865,3,0.2514,1,0.9025,0.221,1.35
118247,0,F,-25032,-13206,168720.84,547300.68,26968.72,Secondary,Single / not married,House / apartment,Working,0.5196,0.5541,0.6261,1,0.0753,3,0.8452,0.0062,0.11
118248,0,F,-18929,-3213,207075.54,1063470.33,117666.99,Higher education,Married,House / apartment,Working,0.6241,0.4538,0.2254,2,0.1684,1,0.7039,0.2371,2.22
118249,0,F,-22494,-8348,176054.34,757951.85,90969.36,Higher education,Married,Municipal apartment,Working,0.3511,0.5375,0.6475,3,0.1073,1,0.8788,0.1202,0.39
118250,0,F,-9911,-11683,294982.43,1059234.86,56780.29,Higher education,Married,House / apartment,Pensioner,0.5336,0.545,0.2844,1,0.1529,2,0.849,0.0284,0.6
118251,0,F,-23409,-10651,107734.72,184625.78,8024.35,Higher education,Married,House / apartment,Self-employed,0.6773,0.6206,0.6964,1,0.1912,2,0.8035,0.2166,0.01
118252,0,F,-10585,-14112,105305.75,561791.17,20366.0,Higher education,Married,House / apartment,Commercial associate,0.4616,0.8167,0.2633,2,0.2579,3,0.6548,0.0054,0.02
118253,0,F,-10707,-1105,260623.74,1115129.0,79349.14,Secondary,Single / not married,House / apartment,State servant,0.4127,0.5857,0.398,2,0.1689,2,0.6617,0.144,0.52
118254,0,M,-22449,-660,161364.17,399698.79,19998.85,Secondary,Widow,House / apartment,Working,0.4303,0.5556,0.5685,3,0.1376,1,0.3786,0.1695,2.54
118255,0,F,-15936,-10016,128559.96,353166.98,12505.16,Secondary,Married,House / apartment,Pensioner,0.594,0.5158,0.5919,2,0.0632,1,0.6272,0.0513,0.22
118256,0,M,-11768,-5372,406600.59,1971962.15,196669.22,Higher education,Married,With parents,Working,0.6257,0.4302,0.63,2,0.0136,1,0.5171,0.1319,2.98
118257,0,F,-7787,-10781,202349.52,1047952.67,69910.12,Secondary,Civil marriage,House / apartment,Self-employed,0.582,0.5343,0.2038,0,0.0184,3,0.6412,0.4178,7.38
118258,0,F,-11211,-10450,132614.37,632389.55,53449.52,Higher education,Widow,House / apartment,Working,0.1807,0.4478,0.744,1,0.1586,3,0.7668,0.0312,0.35
118259,0,F,-22043,-6460,100985.31,246011.6,11312.12,Higher education,Married,House / apartment,Working,0.4919,0.6111,0.5021,1,0.1041,0,0.756,0.0936,0.68
118260,0,M,-7363,-14547,305462.4,559097.81,18836.77,Higher education,Married,House / apartment,Commercial associate,0.5852,0.6186,0.7961,3,0.199,3,0.7746,0.087,2.14
118261,0,F,-23758,-12873,165024.36,572310.64,25557.53,Secondary,Married,With parents,Pensioner,0.4315,0.594,0.5111,2,0.0971,1,0.8697,0.1083,0.49
118262,0,F,-21144,-5300,149265.86,586236.34,21344.28,Secondary,Civil marriage,House / apartment,Commercial associate,0.2584,0.5787,0.5798,0,0.0673,3,0.545,0.145,2.83
118263,0,M,-10960,-76,213619.58,839830.9,35832.88,Higher education,Married,With parents,State servant,0.7453,0.374,0.5259,0,0.1663,1,0.9408,0.0644,1.34
118264,0,M,-20507,-14526,238959.25,951092.23,43599.14,Secondary,Single / not married,Municipal apartment,Working,0.3766,0.199,0.5693,5,0.0199,2,0.9263,0.1266,0.14
118265,0,M,-16573,-14137,199272.5,935066.06,60873.0,Secondary,Single / not married,With parents,Commercial associate,0.6944,0.6356,0.5964,3,0.1382,0,0.8818,0.1379,0.51
118266,1,F,-13517,-13128,239470.75,971160.2,40867.92,Secondary,Civil marriage,Municipal apartment,Commercial associate,0.3097,0.4489,0.3515,7,0.2663,2,0.7838,0.2481,2.59
118267,0,M,-16338,-815,188764.58,484365.61,46939.18,Higher education,Married,House / apartment,Working,0.5172,0.4551,0.3689,3,0.1245,1,0.7084,0.0094,0.2
118268,0,F,-7430,-10501,199823.51,335333.34,39231.13,Secondary,Married,House / apartment,Pensioner,0.4409,0.6569,0.4143,1,0.2331,1,0.8342,0.0549,0.22
118269,0,F,-23046,-14024,98479.06,360434.77,15676.16,Higher education,Married,House / apartment,Working,0.6068,0.5148,0.659,5,0.2415,1,0.7966,0.2752,0.52
118270,0,F,-21350,-5575,398592.41,937624.0,33516.43,Secondary,Married,House / apartment,Working,0.5255,0.6528,0.2099,2,0.0673,1,0.9267,0.2671,3.76
118271,0,F,-10510,-11015,74718.11,249603.46,10550.71,Higher education,Married,House / apartment,State servant,0.5523,0.6117,0.4805,3,0.0856,1,0.7986,0.2586,0.31
118272,0,M,-9077,-7838,174583.37,441510.69,34167.8,Higher education,Married,House / apartment,Self-employed,0.4634,0.5447,0.4465,1,0.1363,2,0.8388,0.3687,1.23
118273,0,M,-14873,-6764,70599.48,259379.59,9799.06,Incomplete higher,Single / not married,House / apartment,Working,0.48,0.471,0.6162,3,0.0564,4,0.7093,0.0332,0.21
118274,0,F,-15535,-10517,139529.2,356018.23,18193.46,Secondary,Married,House / apartment,Commercial associate,0.4298,0.5681,0.722,0,0.021,2,0.8965,0.2629,2.74
